Id,Exhibit_Group,Exhibit_Name,Exhibit_Popularity,Language,Complexity,Exhibit_Copy
52,MKE Muscle,Energy Into Motion,3,Hmong,Standard,"#### Lub Zog Ua Haujlwm

Lub cav no siv lub zog tawg loj kom txav mus los. Nws zoo li thaum koj dhia nce thiab nqis - koj siv koj lub zog los pib. Lub cav lub zog ua rau ib feem loj hu ua piston txav mus. Qhov no ua rau lwm qhov txav mus, thiab lwm qhov, kom txog thaum lub log pib tig ib ncig ntawm lub voj voog."
52,MKE Muscle,Energy Into Motion,3,Spanish,Standard,"#### Energía en movimiento

Este motor utiliza una gran cantidad de energía para ponerse en movimiento. Es como cuando saltas hacia arriba y hacia abajo: utilizas tu energía para ponerte en marcha. La energía del motor hace que una gran pieza llamada pistón se mueva hacia abajo. Esto hace que otra pieza se mueva, y luego otra, hasta que las ruedas empiezan a girar en círculo."
52,MKE Muscle,Energy Into Motion,3,Spanish,Technical,"Aquí está el texto con su formato recuperado en Markdown:
### Energía en movimiento

La fuerza de la explosión hace descender un pistón. El pistón hace descender una biela. La biela hace descender el cigüeñal. El cigüeñal convierte el movimiento ascendente y descendente del motor en un movimiento circular que hace girar las ruedas."
52,MKE Muscle,Energy Into Motion,3,English,Technical,"Here is the text with its formatting recovered in markdown:
### Energy Into Motion

The force of the explosion drives a piston downward. The piston drives a connector rod. The connector rod drives the crankshaft. The crankshaft turns the up and down motion of the engine into a circular motion that drives the wheels."
52,MKE Muscle,Energy Into Motion,3,Hmong,Technical,"Ntawm no yog cov ntawv nyeem nrog nws formatting zoo tu qab tso nyob rau hauv markdown:
### Lub Zog Ua Haujlwm

Lub zog ntawm qhov tawg ua rau lub piston downward. Lub piston tsav lub pas nrig txuas. Lub connector qws tsav lub crankshaft. Lub crankshaft tig lub nce thiab nqis ntawm lub cav mus rau hauv lub voj voog uas tsav lub log."
53,MKE Muscle,Excavator,2,Spanish,Standard,"**Genera un gran impacto**

Imagina que necesitas mover una roca muy pesada. Puedes usar una máquina especial llamada palanca para levantarla. Pero, ¿qué pasa si necesitas mover algo aún más pesado? Ahí es donde entra en juego nuestra excavadora. Utiliza piezas especiales llamadas cilindros hidráulicos para mover objetos pesados. Estos cilindros ayudan a que la máquina sea más fuerte al multiplicar la fuerza que utiliza.

**Cómo funciona**

Nuestra excavadora utiliza un sistema especial llamado circuito hidráulico. Es como una pequeña autopista para líquidos que ayuda a que la máquina se mueva. El circuito tiene una bomba que empuja el líquido a través de mangueras, de manera similar a cómo fluye la electricidad a través de cables. El líquido ayuda a que las piezas de la máquina se muevan, como el brazo y el balde.

**¿Por qué esta máquina es tan genial?**

* Es simple: no necesita muchas piezas complicadas.
* Es eficiente: hace el trabajo con menos esfuerzo.
* Es potente: puede mover objetos muy pesados ​​con facilidad.
* Es fácil de controlar: puedes hacer que sucedan grandes cosas con una pequeña acción.
* Es flexible: puede llegar a espacios reducidos para hacer el trabajo.

**Fuerza**

Una fuerza es un empujón o un tirón que hace que algo se mueva.

**Presión**

La presión es cuando se usa fuerza sobre un área pequeña, volviéndola más fuerte."
53,MKE Muscle,Excavator,2,English,Standard,"**Make a Big Impact**

Imagine you need to move a really heavy rock. You can use a special machine called a lever to help lift it. But what if you need to move something even heavier? That's where our excavator comes in. It uses special parts called hydraulic cylinders to move heavy things. These cylinders help make the machine stronger by multiplying the force it uses.

**How it Works**

Our excavator uses a special system called a hydraulic circuit. It's like a tiny highway for liquid that helps the machine move. The circuit has a pump that pushes the liquid through hoses, kind of like how electricity flows through wires. The liquid helps the machine's parts move, like the arm and bucket.

**Why is this Machine so Cool?**

* It's simple: it doesn't need lots of complicated parts.
* It's efficient: it gets the job done with less effort.
* It's powerful: it can move really heavy things with ease.
* It's easy to control: you can make big things happen with just a small action.
* It's flexible: it can reach into tight spaces to get the job done.

**Force**

A force is a push or a pull that makes something move.

**Pressure**

Pressure is when you use force on a small area, making it stronger."
53,MKE Muscle,Excavator,2,Hmong,Standard,"** Ua kom muaj kev cuam tshuam loj **

Xav txog tias koj yuav tsum txav lub pob zeb hnyav heev. Koj tuaj yeem siv lub tshuab tshwj xeeb hu ua lub zog los pab nqa nws. Tab sis yuav ua li cas yog tias koj xav tau txav ib yam hnyav dua? Qhov ntawd yog qhov uas peb cov excavator tuaj txog. Nws siv cov khoom tshwj xeeb hu ua hydraulic thooj voos kheej kheej kom txav cov khoom hnyav. Cov thooj voos kheej kheej no pab ua kom lub tshuab muaj zog los ntawm kev sib npaug ntawm lub zog nws siv.

** Nws ua haujlwm li cas **

Peb lub tshuab excavator siv lub tshuab tshwj xeeb hu ua hydraulic circuit. Nws zoo li txoj kev loj me me rau cov kua uas pab lub tshuab txav. Lub Circuit Court muaj lub twj tso kua mis uas thawb cov kua los ntawm cov hoses, zoo li qhov hluav taws xob ntws los ntawm cov xov hlau. Cov kua pab lub tshuab qhov chaw txav mus, zoo li lub caj npab thiab lub thoob.

**Vim li cas lub tshuab no txias heev?**

* Nws yooj yim: nws tsis xav tau ntau qhov nyuaj.
* Nws muaj txiaj ntsig: nws tau txais txoj haujlwm ua tiav nrog kev siv zog tsawg.
* Nws muaj zog: nws tuaj yeem txav cov khoom hnyav tiag tiag nrog yooj yim.
* Nws yooj yim los tswj: koj tuaj yeem ua qhov loj tshwm sim nrog tsuas yog ua me me.
* Nws hloov pauv: nws tuaj yeem ncav cuag qhov chaw nruj kom ua tiav txoj haujlwm.

**Force**

Lub zog yog lub laub lossis rub uas ua rau qee yam txav mus los.

**siab**

Lub siab yog thaum koj siv quab yuam ntawm ib qho chaw me me, ua rau nws muaj zog."
53,MKE Muscle,Excavator,2,Hmong,Technical,"### Kev Sib Tw Sib Tw

Lub lever tuaj yeem pab koj nqa lub pob zeb. Lub tog raj kheej thiab lub tog raj kheej hydraulic tuaj yeem pab koj txav lub roob. Nyob rau hauv no excavator, txhua lub tog raj kheej hydraulic yog txuas mus rau ib feem ntawm lub excavator. Lub siab los ntawm lub twj tso kua mis hydraulic yog sib npaug los ntawm lub tog raj kheej thiab dua los ntawm lub boom, caj npab, thiab thoob, uas ua zoo li levers.

### Hydraulic Circuit Court

Lub hydraulic Circuit Court yog zoo li ib qho hluav taws xob Circuit Court.

Muaj cov hoses siv cov xov hlau thiab cov kua dej tsis siv hluav taws xob. Hloov cov hluav taws xob hluav taws xob (Volts) thawb cov hluav taws xob raws, lub twj tso kua mis thawb cov kua hauv lub voj voog. Hauv hydraulic Circuit Court, lub cav tig lub twj tso kua mis hydraulic. Lub twj tso kua mis thawb cov kua los ntawm lub hose mus rau qhov tswj valve. Valves xaiv txoj kev uas cov kua yuav siv. Piv txwv li, lub valve tuaj yeem xa cov kua dej mus txuas ntxiv lossis thim rov qab lub tog raj kheej lub piston. Cov piston hauv lub tog raj kheej txuas ntxiv thiab cog lus ntawm caj npab, thiab lub thoob.

### Vim li cas Hydraulic Fais Fab?

* ** Simplicity!** Tshem tawm cov iav, cams, saw drives, thiab pulleys.
* **Efficiency!** Tsawg qhov txav mus los txhais tau tias lub tshuab ua haujlwm tau zoo dua!
* ** Fais fab!** Hloov cov rog me rau hauv cov rog loj heev!
* ** Tswj!** Tswj cov rog loj nrog cov tub rog me!
* **Flexibility!** Xa quab yuam mus rau qhov chaw nyuaj!

#### FORCE

/FRS/

Ib thawb. Ib rub. Lub zog yog ib qho kev sib cuam tshuam uas hloov qhov kev txav ntawm ib qho khoom.

#### TSHUA

/PRESHER/

Kev quab yuam tau dhau ntawm ib qho chaw."
53,MKE Muscle,Excavator,2,English,Technical,"### Multiplying the Multiplier

A lever can help you lift a boulder. A lever and a hydraulic cylinder can help you move a mountain. On this excavator, each hydraulic cylinder is attached to a moving part of the excavator. The pressure from the hydraulic pump is multiplied by the cylinder and again by the boom, arm, and bucket, which act like levers.

### The Hydraulic Circuit

A hydraulic circuit is kind of like an electrical circuit.

There are hoses instead of wires and fluid instead of electricity. Instead of the electromotive force (Volts) pushing electrons along, a pump pushes fluid through the circuit. In a hydraulic circuit, the engine turns the hydraulic pump. The pump pushes fluid through a hose to the control valve. Valves choose the route the fluid takes. For instance, the valve can route the fluid to extend or retract the cylinder's piston. The pistons inside the cylinders extend and contract the arm, and the bucket.

### Why Hydraulic Power?

*   **Simplicity!** Eliminate the gears, cams, chain drives, and pulleys.
*   **Efficiency!** Fewer moving parts means a more efficient machine!
*   **Power!** Transform small forces into incredibly large forces!
*   **Control!** Manage large forces with small forces!
*   **Flexibility!** Transmit force into difficult spaces!

#### FORCE

/FRS/

A push. A pull. A force is an interaction that changes the motion of an object.

#### PRESSURE

/PRESHER/

Force exerted over a given area."
53,MKE Muscle,Excavator,2,Spanish,Technical,"### Multiplicando el multiplicador

Una palanca puede ayudarte a levantar una roca. Una palanca y un cilindro hidráulico pueden ayudarte a mover una montaña. En esta excavadora, cada cilindro hidráulico está conectado a una parte móvil de la excavadora. La presión de la bomba hidráulica se multiplica por el cilindro y nuevamente por la pluma, el brazo y el cucharón, que actúan como palancas.

### El circuito hidráulico

Un circuito hidráulico es como un circuito eléctrico.

Hay mangueras en lugar de cables y fluido en lugar de electricidad. En lugar de que la fuerza electromotriz (voltios) empuje a los electrones, una bomba empuja el fluido a través del circuito. En un circuito hidráulico, el motor hace girar la bomba hidráulica. La bomba empuja el fluido a través de una manguera hacia la válvula de control. Las válvulas eligen la ruta que toma el fluido. Por ejemplo, la válvula puede dirigir el fluido para extender o retraer el pistón del cilindro. Los pistones dentro de los cilindros extienden y contraen el brazo y el cucharón.

### ¿Por qué energía hidráulica?

* **¡Simplicidad!** Elimina los engranajes, levas, transmisiones por cadena y poleas.
* **¡Eficiencia!** ¡Menos piezas móviles significan una máquina más eficiente!
* **¡Potencia!** ¡Transforma fuerzas pequeñas en fuerzas increíblemente grandes!
* **¡Control!** ¡Gestiona fuerzas grandes con fuerzas pequeñas!
* **¡Flexibilidad!** ¡Transmite fuerza en espacios difíciles!

#### FUERZA

/FRS/

Un empujón. Un tirón. Una fuerza es una interacción que cambia el movimiento de un objeto.

#### PRESIÓN

/PRESHER/

Fuerza ejercida sobre un área determinada."
57,MKE Muscle,Helicopter Sim,3,English,Technical,"### Collective Pitch Control

The Collective Control is the up and down control. If the helicopter is level, this will make it to go up or down, but if the helicopter is tilted forward, it will increase the speed.

### Tail Rotor Pedals

The Tail Rotor Pedals, or Anti-Torque Pedals, are used to turn the helicopter to the left or to the right. The pilot pushes the left pedal to increase the pitch of the tail rotor and turn to the left. Pushing the right pedal decreases the pitch of the tail rotor and turns the helicopter to the right.

### Cyclic Control Stick

The Cyclic Control Stick (Joystick) moves the helicopter forward and backward. Moving the stick forward and back will point the nose of the helicopter up or down. This is accomplished by changing the angle of the rotor blades."
57,MKE Muscle,Helicopter Sim,3,Spanish,Technical,"### Control de cabeceo colectivo

El control colectivo es el control de subida y bajada. Si el helicóptero está nivelado, esto hará que suba o baje, pero si el helicóptero está inclinado hacia adelante, aumentará la velocidad.

### Pedales del rotor de cola

Los pedales del rotor de cola, o pedales antipar, se utilizan para girar el helicóptero hacia la izquierda o hacia la derecha. El piloto presiona el pedal izquierdo para aumentar el cabeceo del rotor de cola y girar hacia la izquierda. Al presionar el pedal derecho, se reduce el cabeceo del rotor de cola y gira el helicóptero hacia la derecha.

### Palanca de control cíclica

La palanca de control cíclica (joystick) mueve el helicóptero hacia adelante y hacia atrás. Al mover la palanca hacia adelante y hacia atrás, el morro del helicóptero apuntará hacia arriba o hacia abajo. Esto se logra cambiando el ángulo de las palas del rotor."
57,MKE Muscle,Helicopter Sim,3,Hmong,Technical,"### Sib Nqus Pitch Control

Collective Control yog qhov nce thiab nqis. Yog hais tias lub nyoob hoom qav taub yog theem, qhov no yuav ua rau nws nce lossis nqis, tab sis yog tias lub nyoob hoom qav taub tig mus rau pem hauv ntej, nws yuav ua rau kom ceev.

### Tail Rotor Pedals

Lub Tail Rotor Pedals, lossis Anti-Torque pedals, yog siv los tig lub nyoob hoom qav taub mus rau sab laug lossis sab xis. Tus tsav thawb lub pedal sab laug kom nce lub suab ntawm tus Tsov tus tw rotor thiab tig mus rau sab laug. Pushing txoj cai pedal txo lub suab ntawm tus Tsov tus tw rotor thiab tig lub nyoob hoom qav taub mus rau sab xis.

### Cyclic Control Stick

Lub Cyclic Control Stick (Joystick) txav lub nyoob hoom qav taub mus rau pem hauv ntej thiab rov qab. Tsiv tus pas mus rau pem hauv ntej thiab rov qab yuav taw tes rau lub qhov ntswg ntawm qhov siab lossis nqis. Qhov no yog ua tiav los ntawm kev hloov lub kaum sab xis ntawm lub rotor hniav."
57,MKE Muscle,Helicopter Sim,3,Hmong,Standard,"**Flying a Helicopter**

** Nce thiab Down Control **
Nyob rau hauv ib lub nyoob hoom qav taub, kev sib koom ua ke pab nws txav mus los lossis nqis. Yog hais tias lub nyoob hoom qav taub ya ncaj, qhov kev tswj no ua rau nws mus siab dua lossis qis dua. Yog tias nws txav mus tom ntej, nws yuav pab lub nyoob hoom qav taub mus nrawm dua lossis qeeb dua.

**Tig laug los yog txoj cai**
Tus Tsov tus tw rotor pedals pab lub nyoob hoom qav taub tig. Nias lub pedal sab laug ua rau lub nyoob hoom qav taub tig sab laug, thiab thawb txoj cai pedal ua rau nws tig sab xis.

** Tsiv mus rau pem hauv ntej thiab rov qab **
Cyclic control stick pab lub nyoob hoom qav taub mus rau pem hauv ntej thiab rov qab. Tsiv tus pas ua rau lub qhov ntswg qhov siab nce lossis nqis."
57,MKE Muscle,Helicopter Sim,3,Spanish,Standard,"**Cómo volar un helicóptero**

**Control de subida y bajada**
En un helicóptero, el control colectivo ayuda a que el helicóptero se desplace hacia arriba o hacia abajo. Si el helicóptero está volando en línea recta, este control lo hace subir o bajar. Si se mueve hacia adelante, ayuda al helicóptero a ir más rápido o más lento.

**Girar a la izquierda o a la derecha**
Los pedales del rotor de cola ayudan al helicóptero a girar. Si presiona el pedal izquierdo, el helicóptero gira a la izquierda, y si presiona el pedal derecho, gira a la derecha.

**Moverse hacia adelante y hacia atrás**
La palanca de control cíclico ayuda al helicóptero a moverse hacia adelante y hacia atrás. Si mueve la palanca, el morro del helicóptero apunta hacia arriba o hacia abajo."
57,MKE Muscle,Helicopter Sim,3,English,Standard,"**Flying a Helicopter**

**Up and Down Control**
In a helicopter, the collective control helps it move up or down. If the helicopter is flying straight, this control makes it go higher or lower. If it's moving forward, it helps the helicopter go faster or slower.

**Turn Left or Right**
The tail rotor pedals help the helicopter turn. Pushing the left pedal makes the helicopter turn left, and pushing the right pedal makes it turn right.

**Move Forward and Backward**
The cyclic control stick helps the helicopter move forward and backward. Moving the stick makes the helicopter's nose point up or down."
59,Physics & You,Air Cars,2,Spanish,Simplified,"### ¿De dónde proviene la energía?

Tu pequeño coche de carreras funciona con la energía almacenada en el aire comprimido. Tú bombeaste el aire al coche usando el compresor. La energía que usaste para bombear aire al coche proviene de los alimentos que comes. La energía almacenada en los alimentos que comes proviene, directa o indirectamente, del sol.

### ¿Sabías que?

Por cada acción hay una reacción igual (en tamaño) y opuesta (en dirección). El aire sale del coche en una dirección empujándolo en la otra dirección.

#### PRUEBA DISTINTOS COCHES PARA COMPARARLOS"
59,Physics & You,Air Cars,2,English,Simplified,"### Where Does Energy Come From?

Your little race car runs on the energy stored in compressed air. You pumped the air into the car using the compressor. The energy you used to pump air into your car comes from the food you eat. The energy stored in the food you eat comes, directly or indirectly, from the sun.

### Did You Know?

For every action there is an equal (in size) and opposite (in direction) reaction. Air rushes out of the car in one direction pushing the car in the other direction.

#### TRY OUT DIFFERENT CARS TO SEE HOW THEY COMPARE"
59,Physics & You,Air Cars,2,Hmong,Simplified,"### Lub Zog Los Ntawm Qhov Twg?

Koj lub tsheb me me sib tw khiav ntawm lub zog khaws cia hauv huab cua compressed. Koj tau tso cua rau hauv lub tsheb uas siv lub compressor. Lub zog koj siv los tso cua rau hauv koj lub tsheb yog los ntawm cov zaub mov koj noj. Lub zog khaws cia hauv cov zaub mov koj noj tuaj, ncaj qha lossis tsis ncaj, los ntawm lub hnub.

### Koj Puas Paub?

Rau txhua qhov kev txiav txim muaj qhov sib npaug (hauv qhov loj) thiab rov qab (hauv kev taw qhia) cov tshuaj tiv thaiv. Cua rushes tawm ntawm lub tsheb nyob rau hauv ib qho kev taw qhia thawb lub tsheb nyob rau hauv lwm txoj kev.

#### sim tawm lub tsheb sib txawv kom pom seb lawv sib piv li cas"
60,Physics & You,Air Rockets,2,Spanish,Simplified,"Aquí está el texto con su formato recuperado en Markdown:

### Despegue

El motor de un cohete también se denomina motor de reacción, en honor a la Tercera Ley de Newton. Los gases de escape increíblemente calientes se precipitan hacia abajo y empujan el cohete hacia el espacio.

### ¿Sabías que?

Pasaron casi 300 años desde que Sir Isaac Newton describió matemáticamente la gravedad y el movimiento hasta que Neil Armstrong dio su histórico primer paso en la Luna."
60,Physics & You,Air Rockets,2,English,Simplified,"Here is the text with its formatting recovered in markdown:


### Blast Off

A rocket's engine is also called a reaction engine after Newton's Third Law. Incredibly hot exhaust gas rushes downward pushing the rocket upward into space.

### Did You Know?

It took nearly 300 years from the time Sir Isaac Newton mathematically described Gravity and Motion to the time Neil Armstrong took his historic first step on the moon."
60,Physics & You,Air Rockets,2,Hmong,Simplified,"Ntawm no yog cov ntawv nyeem nrog nws formatting zoo tu qab tso nyob rau hauv markdown:


### Blast Off

Lub foob pob hluav taws lub cav tseem hu ua lub cav tshuaj tiv thaiv tom qab Newton Txoj Cai Thib Peb. Cov pa hluav taws kub tsis txaus ntseeg tau maj mam thawb lub foob pob hluav taws mus rau hauv qhov chaw.

### Koj Puas Paub?

Nws tau siv ze li 300 xyoo txij li lub sijhawm Sir Isaac Newton lej piav qhia txog lub ntiajteb txawj nqus thiab kev txav mus rau lub sijhawm Neil Armstrong coj nws thawj kauj ruam keeb kwm ntawm lub hli."
63,Physics & You,Ring Launcher,2,English,Simplified,"### Launch the Ring!
#### How It Works
Flipping the switch creates a magnetic field that gives the ring a gentle push. This magnetic force lifts the ring into the air.

#### Fun Fact
Some machines can do two jobs. They can turn movement into electricity, or turn electricity into motion. It's like having two tools in one!

#### Try This
Which ring goes higher? The small one or the big one? Give it a try and see what happens!"
63,Physics & You,Ring Launcher,2,Hmong,Simplified,"### Tua lub nplhaib!
#### Nws Ua Haujlwm Li Cas
Flipping tus hloov ua ib qho chaw sib nqus uas muab lub nplhaib maj mam thawb. Lub zog sib nqus no txhawb nqa lub nplhaib rau hauv huab cua.

#### Fun fact
Qee lub tshuab tuaj yeem ua ob txoj haujlwm. Lawv tuaj yeem tig mus rau hauv hluav taws xob, lossis tig hluav taws xob mus rau hauv kev txav mus los. Nws zoo li muaj ob lub cuab yeej hauv ib qho!

#### Sim This
Lub nplhaib twg mus siab dua? Tus me los yog tus loj? Muab nws sim thiab saib seb yuav ua li cas!"
63,Physics & You,Ring Launcher,2,Spanish,Simplified,"### ¡Lanza el anillo!
#### Cómo funciona
Al activar el interruptor se crea un campo magnético que empuja suavemente el anillo. Esta fuerza magnética eleva el anillo en el aire.

#### Dato curioso
Algunas máquinas pueden hacer dos trabajos. Pueden convertir el movimiento en electricidad o convertir la electricidad en movimiento. ¡Es como tener dos herramientas en una!

#### Prueba esto
¿Qué anillo sube más alto? ¿El pequeño o el grande? ¡Pruébalo y mira qué pasa!"
63,Physics & You,Ring Launcher,2,Spanish,Standard,"**Haz girar el generador para cargar los condensadores. Activa el interruptor y lanza el anillo de aluminio al aire.**

### Cómo funciona
La corriente fluye hacia el electroimán. El electroimán genera un campo magnético e induce un campo magnético en el anillo de aluminio. Los campos magnéticos se repelen entre sí, lo que hace que el anillo se eleve.

### ¿Sabías que...?
Un generador y un motor son esencialmente lo mismo. Un generador convierte el movimiento en electricidad. Un motor convierte la electricidad en trabajo. Un generador puede ser un motor y un motor puede ser un generador.

### Algo curioso
¿Qué anillo vuela más alto? ¿El anillo más pequeño y liviano? ¿O el anillo más grande y pesado? ¿Sabes por qué?"
63,Physics & You,Ring Launcher,2,English,Standard,"**Crank the generator to charge the capacitors. Flip the switch, and launch the aluminum ring into the air.**

### How It Works
Current flows to the electromagnet. The electromagnet generates a magnetic field and induces magnetic field in the aluminum ring. The magnetic fields repel each other, forcing the ring upward.

### Did You Know?
A generator and a motor are essentially the same thing. A generator turns motion into electricity. A motor turns electricity into work. A generator can be a motor, and a motor can be a generator.

### Something Curious
Which ring sails higher? The smaller, lighter ring? Or the larger, heavier ring? Do you know why?"
63,Physics & You,Ring Launcher,2,Hmong,Standard,"** Crank lub tshuab hluav taws xob kom them cov capacitors. Tig qhov hloov, thiab tso lub nplhaib aluminium rau saum huab cua.**

### Nws Ua Haujlwm Li Cas
Tam sim no ntws mus rau electromagnet. Lub electromagnet generates ib magnetic teb thiab induces magnetic teb nyob rau hauv lub aluminium nplhaib. Cov hlau nplaum sib nqus sib sib zog nqus, yuam lub nplhaib upward.

### Koj Puas Paub?
Lub tshuab hluav taws xob thiab lub cev muaj zog yog qhov tseem ceeb tib yam. Lub tshuab hluav taws xob hloov mus rau hauv hluav taws xob. Lub cev muaj zog hloov hluav taws xob ua haujlwm. Lub tshuab hluav taws xob tuaj yeem yog lub cev muaj zog, thiab lub cev muaj zog tuaj yeem yog lub tshuab hluav taws xob.

### Ib Sim Hawj
Lub nplhaib twg sails dua? Lub nplhaib me me, sib dua? Los yog lub nplhaib loj dua, hnyav dua? Koj puas paub vim li cas?"
65,Physics & You,Vertical Flyer,2,Hmong,Simplified,"### Sib Nqus Zog
Lub zog upward los ntawm kem ntawm huab cua raws li downward zog ntawm lub ntiajteb txawj nqus. Koj puas tuaj yeem ua kom ob lub zog sib npaug sib npaug?

#### Customize ib Flyer!
Sim nrog kev txiav sib txawv ntawm daim ntawv lub khob kom pom tias nws yoov li cas."
65,Physics & You,Vertical Flyer,2,English,Simplified,"### Balanced Forces
An upward force from the column of air meets the downward force of gravity. Can you make the two forces balance each other out?

#### Customize a Flyer!
Experiment with different cuts on a paper cone to see how it flies."
65,Physics & You,Vertical Flyer,2,Spanish,Simplified,"### Fuerzas equilibradas
La fuerza ascendente de la columna de aire se encuentra con la fuerza descendente de la gravedad. ¿Puedes lograr que las dos fuerzas se equilibren entre sí?

#### ¡Personaliza un volante!
Experimenta con diferentes cortes en un cono de papel para ver cómo vuela."
66,Power On,Cycle to Power,2,Spanish,Simplified,"**El poder de ti**

¡Imagina pedalear una bicicleta para hacer tostadas! Un grupo de estudiantes quería ver cuánta energía podría generar una persona en comparación con una tostadora normal. Pidieron ayuda a un ex campeón mundial de ciclismo en pista, Robert Frstemann. Pedaleó en una bicicleta estática conectada a una tostadora y logró hacer tostadas después de mucho trabajo duro. ¡Pero estaba realmente cansado! Eso se debe a que no es fácil generar energía como lo hace la electricidad.

**Poder de pedaleo**

### ¿Qué está pasando?

* Pedaleas una bicicleta durante 30 segundos.
* Medimos cuánta energía generas.
* Multiplicamos esa energía por minutos para ver cuánto tiempo tendrías que pedalear para que un dispositivo funcione durante un rato.
* Mientras pedaleas, un dispositivo funcionará mientras un contador muestra cuánta energía has generado."
66,Power On,Cycle to Power,2,English,Simplified,"**The Power of You**

Imagine pedaling a bike to make toast! A group of students wanted to see how much power a person could generate compared to a regular toaster. They asked a former world champion track cyclist, Robert Frstemann, to help. He pedaled a stationary bike hooked up to a toaster and managed to make toast after a lot of hard work. But he was really tired! That's because it's not easy to generate power like electricity does.

**Pedaling Power**

### What's Happening?

* You pedal a bike for 30 seconds.
* We measure how much power you make.
* We multiply that power by minutes to see how long you'd have to pedal to make a gadget work for a little while.
* As you pedal, a gadget will work while a counter shows how much power you've made."
66,Power On,Cycle to Power,2,Hmong,Simplified,"**Lub zog ntawm koj**

Xav txog pedaling lub tsheb kauj vab los ua toast! Ib pawg ntawm cov tub ntxhais kawm xav pom ntau npaum li cas lub zog ib tus neeg tuaj yeem tsim tau piv rau lub toaster tsis tu ncua. Lawv hais kom tus qub ntiaj teb tus yeej khiav caij tsheb kauj vab, Robert Frstemann, pab. Nws pedaled ib lub tsheb kauj vab nyob ruaj ruaj txuas mus rau lub toaster thiab tswj ua kom ci ci tom qab ua haujlwm hnyav heev. Tab sis nws nkees heev! Qhov ntawd yog vim nws tsis yooj yim los tsim hluav taws xob zoo li hluav taws xob.

** Pedaling zog **

### Dab tsi tshwm sim?

* Koj pedal tsheb kauj vab rau 30 vib nas this.
* Peb ntsuas koj lub zog npaum li cas.
* Peb muab lub zog ntawd los ntawm feeb kom pom tias koj yuav tsum tau pedal ntev npaum li cas los ua kom lub gadget ua haujlwm me ntsis.
* Raws li koj pedal, lub gadget yuav ua haujlwm thaum lub txee qhia tias koj tau ua lub zog npaum li cas."
66,Power On,Cycle to Power,2,Hmong,Standard,"#Lub zog ntawm koj

Cov tub ntxhais kawm los ntawm Stockholm Academy of Dramatic Arts nug Robert Frstemann ua ​​rau lawv ci ci. Lawv tsis tshaib plab - lawv xav ua kom pom tias peb siv zog npaum li cas piv rau ntau npaum li cas peb tuaj yeem tsim peb tus kheej. Robert Frstemann tsis yog ib tug kws ua zaub mov - nws yog ib tug qub ntiaj teb no champion khiav cyclist thiab Olympic medalist los ntawm lub teb chaws Yelemees. Thiab lub toaster tsis tau ntsaws rau hauv phab ntsa. Nws tau ntsaws rau hauv lub tsheb kauj vab nyob ruaj ruaj nrog lub tshuab hluav taws xob. Frstemann dhia ntawm lub tsheb kauj vab thiab pib pedal. Nws tawm tsam thiab strained thiab muab txhua yam uas nws muaj. Nws tsis yooj yim. Siv cov leeg nqaij xwb, nws tsim ib ncig ntawm 700 watts rau li ob feeb - kev siv zog loj heev rau tib neeg. Frstemann tau tag nrho, tab sis nws muaj peev xwm ua toast. Koj lub khob cij tsis tas tom qab nws ua toast. Hluav taws xob ua haujlwm ntau heev rau peb.

## Cycling rau Hwj chim

### Dab tsi tshwm sim?

* Koj pedal rau 30 vib nas this.
* Koj qhov kev siv zog yog ntsuas hauv kilowatt teev.
* Peb muab koj qhov kev rau siab los ntawm feeb.
* Qhov ntawd yog ntev npaum li cas koj yuav tsum tau pedal los ua ib qho ntawm cov khoom siv khiav rau X lub sijhawm.
* Lub gadget khiav rau X lub sijhawm raws li kilowatt teev suav."
66,Power On,Cycle to Power,2,English,Standard,"# The Power of You

Students from the Stockholm Academy of Dramatic Arts asked Robert Frstemann to make them some toast. They weren't hungry - they wanted to demonstrate how much power we use compared to how much we could possibly generate ourselves. Robert Frstemann is not a chef - he is a former world champion track cyclist and Olympic medalist from Germany. And the toaster wasn't plugged into the wall. It was plugged into a stationary bike with a generator. Frstemann hopped on the bike and began to pedal. He fought and strained and gave it everything he had. It wasn't easy. Using only muscle power, he generated around 700 watts for about two minutes - a massive effort for a human. Frstemann was completely exhausted, but he managed to make toast. Your toaster is not exhausted after it makes toast. Electricity does a tremendous amount of work for us.

## Cycling to Power

### What's Going On?

* You pedal for 30 seconds.
* Your effort is measured in kilowatt hours.
* We multiply your effort by minutes.
* That's how long you'd have to pedal to make one of the gadgets run for X amount of time.
* A gadget runs for X amount of time as the kilowatt hours count down."
